NOMBRE_ARV,SIGLAS_ARV,TIPO,TIPO_ENTIDAD_PADRE,TIPO_ENTIDAD_HIJO,ENTIDAD_COMPRADORA,UNIDAD_COMPRADORA,NUMERO_CONCURSO,DESCRIPCION,ORIGEN_FONDO,MODALIDAD,SUBMODALIDAD,NIT,NOMBRE_PROVEEDOR,MONTO,CANTIDAD,UNIDAD_MEDIDA,CANTIDAD_MULTIPLICADA_POR_UNIDADES,PRECIO_UNITARIO,FECHA_PUBLICACION,MES_PUBLICACION,ANO_PUBLICACION,FECHA_ADJUDICACION,MES_ADJUDICACION,ANO_ADJUDICACION,CATEGORIA,ESTATUS_CONCURSO,URL,MARCA
EFAVIRENZ 600MG+EMTRICITABINA 200MG+TENOFOVIR 300MG,EFV600+FTC200+TDF300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7009135,ADQUISICION DE EFAVIRENZE 600MG+EMTRICITABINE 200MG+TENOFOVIR 300MG QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,3260221.08,52288,UNIDAD,52288,62.35,2017-10-11,Octubre   ,2017,2017-10-11,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7009135,
LOPINAVIR 100MG+RITONAVIR 25MG,LPV+RTV,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7019572,"ADQUISICION DE LOPINAVIR 100 MG+RITONAVIR 25MG TABLETS, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,21680.88,100,UNIDAD,100,216.81,2017-10-13,Octubre   ,2017,2017-10-13,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7019572,
DARUNAVIR 150MG,DRV150,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7020317,"ADQUISICION DE DARUNAVIR 150 MG TABLETS, BOTTLE/240 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,233684.15,80,FRASCO 240 ML,80,2921.05,2017-10-13,Octubre   ,2017,2017-10-13,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7020317,
DARUNAVIR 600MG,DRV600,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7023138,"ADQUISICIÓN DE DARUNAVIR 600MG TABLETS QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,259609.58,480,UNIDAD,480,540.85,2017-10-16,Octubre   ,2017,2017-10-16,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7023138,
ABACAVIR 300MG,ABC300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7023677,"ADQUISICIÓN DE ABACAVIR 300 MG TABLETS, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS, SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,326350.81,3735,UNIDAD,3735,87.38,2017-10-16,Octubre   ,2017,2017-10-16,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7023677,
ZIDOVUDINA 100MG,AZT100,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7024029,ADQUISICIÓN DE ZIDOVUDINE 100 MG TABLETS. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,14809.23,700,UNIDAD,700,21.16,2017-10-16,Octubre   ,2017,2017-10-16,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7024029,
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7060629,"ADQUISICION DE DARUNAVIR 600MG TABLETS, BOTTLE/60, ABACAVIR 20MG/ML ORAL SOLUTION BOTTLE/240ML, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,30079.50,660,UNIDAD,660,45.58,2017-10-23,Octubre   ,2017,2017-10-23,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7060629,
DARUNAVIR 600MG,DRV600,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7060629,"ADQUISICION DE DARUNAVIR 600MG TABLETS, BOTTLE/60, ABACAVIR 20MG/ML ORAL SOLUTION BOTTLE/240ML, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,41208.16,80,UNIDAD,80,515.10,2017-10-23,Octubre   ,2017,2017-10-23,Octubre   ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7060629,
EMTRICITABINA 200MG+TENOFOVIR 300MG,TDF300+FTC200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,HOSPITAL ROOSEVELT,7111649,"ADQUISICION DE NITROGLICERINA 5MG/ML, EMTRICITABINA/TENOFOVIR, CLORFENIRAMINA MALEATO Y ADENOSINA, MSPAS No. 2017-ROO-CD-3756",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,60496355,"STENDHAL, SOCIEDAD ANONIMA",15780.60,990,TABLETA,990,15.94,2017-11-03,Noviembre ,2017,2017-11-09,Noviembre ,2017,Salud e insumos hospitalarios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7111649,
ABACAVIR 300MG,ABC300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7126670,"Adquisición de 26,640 tabletas de Abacavir  300mg  para el Programa Nacional de Prevención y Control de ITS,VIH y SIDA.",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,74070061,"SEVEN PHARMA GUATEMALA, SOCIEDAD ANÓNIMA",55411.20,26640,UNIDAD,26640,2.08,2017-11-09,Noviembre ,2017,2017-11-24,Noviembre ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7126670,
ZIDOVUDINA 20ML,AZTiny,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7128738,"Adquisición de 225 viales  20 ml  de Zidovudina  solución inyectable 200mg  para el Programa Nacional de Prevención y Control de ITS,VIH y SIDA",,Compra Directa con Oferta Electrónica (Art. 43 LCE Inciso b),,574260,"CORPORACION AMICELCO, SOCIEDAD ANONIMA",19800.00,225,UNIDAD,225,88.00,2017-11-09,Noviembre ,2017,2017-11-20,Noviembre ,2017,Salud e insumos hospitalarios|Otros tipos de bienes o servicios|,Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7128738,
ABACAVIR 300MG,ABC300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7133707,"ADQUISICION DE ABACAVIR 300MG QUE INCLUYE FLETE Y SERVICIO ADMINISTARTIVO A OPS, SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,84992.49,900,UNIDAD,900,94.44,2017-11-07,Noviembre ,2017,2017-11-10,Noviembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7133707,
RALTEGRAVIR 400MG,RAL400,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7133715,ADQUISICION DE RALTEGRAVIR 400MG QUE INCLUYE FLETE Y SERVICIO ADMINISTARTIVO A OPS SEGUN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,727788.76,350,UNIDAD,350,2079.40,2017-11-07,Noviembre ,2017,2017-11-10,Noviembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7133715,
LAMIVUDINA 150MG+ZIDOVUDINA 300MG,3TC+AZT300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7166036,"ADQUISICION DE LAMIVUDINE 150 MG + ZIDOVUDINE 300 MG, EFAVIRENZ 600 MG, LAMIVUDINE 150MG+NEVIRAPINE 200MG+ZIDOVUDINE300MG. QUE INCLUYE SEGURO, FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,1116999.23,29988,UNIDAD,29988,37.25,2017-11-14,Noviembre ,2017,2017-11-16,Noviembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7166036,
LAMIVUDINA 150MG+NEVIRAPINA 200MG+ZIDOVUDINA 300MG,AZT300+3TC150+NVP200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7166036,"ADQUISICION DE LAMIVUDINE 150 MG + ZIDOVUDINE 300 MG, EFAVIRENZ 600 MG, LAMIVUDINE 150MG+NEVIRAPINE 200MG+ZIDOVUDINE300MG. QUE INCLUYE SEGURO, FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,198425.29,4513,UNIDAD,4513,43.97,2017-11-14,Noviembre ,2017,2017-11-16,Noviembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7166036,
EFAVIRENZ 600MG,EFV600,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7166036,"ADQUISICION DE LAMIVUDINE 150 MG + ZIDOVUDINE 300 MG, EFAVIRENZ 600 MG, LAMIVUDINE 150MG+NEVIRAPINE 200MG+ZIDOVUDINE300MG. QUE INCLUYE SEGURO, FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,350615.18,17780,UNIDAD,17780,19.72,2017-11-14,Noviembre ,2017,2017-11-16,Noviembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7166036,
ZIDOVUDINA 300MG,AZT300,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7293216,"ADQUISICIÓN DE ZIDOVUDINE 300 MG TABLETS, BOTTLE/60. QUE INCLUYE FLETE, Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,122005.70,2800,UNIDAD,2800,43.57,2017-12-06,Diciembre ,2017,2017-12-06,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7293216,
NEVIRAPINA 200MG,NVP200,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7293577,"ADQUISICIÓN DE NEVIRAPINE 200MG TABLETS, BOTTLE/60. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,181239.54,10777,UNIDAD,10777,16.82,2017-12-06,Diciembre ,2017,2017-12-06,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7293577,
EFAVIRENZ 50MG,EFV50,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7293771,"ADQUISICIÓN DE EFAVIRENZ 50MG, CAPSULE, BOTTLE/30 CAPS. QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,1508.13,1500,UNIDAD,1500,1.01,2017-12-06,Diciembre ,2017,2017-12-06,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7293771,
LOPINAVIR 200MG+RITONAVIR 50MG,LPV+RTV,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7299842,"ADQUISICION DE LOPINAVIR 200MG+RITONAVIR 50MG TABLETS, BOTTLE/120, RITONAVIR 100MG TABLETS, BOTTLE/30, LOPINAVIR 100MG+RITONAVIR 25MG TABLETS, BOTTLE/60, QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,15683043.95,35115,UNIDAD,35115,446.62,2017-12-07,Diciembre ,2017,2017-12-07,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7299842,
ZIDOVUDINA 100MG,AZT100,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7336799,"ADQUISICIÓN DE ZIDOVUDINE 100MG TABLETS, BOTTLE/60 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,39828.91,1790,UNIDAD,1790,22.25,2017-12-14,Diciembre ,2017,2017-12-14,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7336799,
ZIDOVUDINA 100MG,ZDT100,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7336799,"ADQUISICIÓN DE ZIDOVUDINE 100MG TABLETS, BOTTLE/60 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,31526.84,1790,UNIDAD,1790,17.61,2017-12-07,Diciembre ,2017,2017-12-07,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7336799,
ZIDOVUDINA 240ML,AZTiny,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7336829,ADQUISICIÓN DE ZIDOVUDINE 50 MG/5ML ORAL SOLUTION BOTTLE/240 ML QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGÚN CONVENIO ENTRE OPS Y MSPAS.,,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,286324.32,12600,UNIDAD,12600,22.72,2017-12-14,Diciembre ,2017,2017-12-14,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7336829,
RALTEGRAVIR 400MG,RAL400,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7351100,"ADQUISICION DE RELTEGRAVIR 400MG TABLETS, BOTTLE/60 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,1124542.49,600,FRASCO 60 UNIDADES,36000,1124542.49,20/12/2017 11:19:53,,2017,20/12/2017 12:01:58,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7351100&o=4,
RALTEGRAVIR 400MG,RAL400,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7351100,"ADQUISICION DE RELTEGRAVIR 400MG TABLETS, BOTTLE/60 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,490716.02,275,FRASCO 60 UNIDADES,16500,1784.42,20/12/2017 11:19:53,,2017,20/12/2017 12:01:58,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7351100&o=4,"RELTEGRAVIR 400MG TABLETS, BOTTLE60 SEGUN 1H SERIE D NO. 16538 "
RALTEGRAVIR 400MG,RAL400,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7351100,"ADQUISICION DE RELTEGRAVIR 400MG TABLETS, BOTTLE/60 QUE INCLUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,579581.73,325,FRASCO 60 UNIDADES,19500,1783.33,20/12/2017 11:19:53,,2017,20/12/2017 12:01:58,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7351100&o=4,"RELTEGRAVIR 400MG TABLETS, BOTTLE60. SEGUN 1H SERIE D NO. 250418 "
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7362706,"ADQUISICION DE ABACAVIR 20 MG/ML ORAL SOLUTION, BOTTLE/240ML, QUE INLCUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,121180.95,2640,botella240ML,2640,45.90,27/12/2017 10:30:32,,2017,27/12/2017 11:57:58,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7362706&o=4,ABACAVIR 20 MG ML ORAL SOLUTION BOTTLE240ML 
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7362706,"ADQUISICION DE ABACAVIR 20 MG/ML ORAL SOLUTION, BOTTLE/240ML, QUE INLCUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,121180.95,2640,FRASCO 240 ML,2640,2640.00,27/12/2017 10:30:32 ,,2017,27/12/2017 11:57:58,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7362706&o=4,ABACAVIR 20 MG ML ORAL SOLUTION BOTTLE240ML 
ABACAVIR 20MG/ML,ABCsol,NOG,Sector Público,Administración Central,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO,7362706,"ADQUISICION DE ABACAVIR 20 MG/ML ORAL SOLUTION, BOTTLE/240ML, QUE INLCUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS.",,Convenios y Tratados Internacionales (Art. 1 LCE),,3425010,ORGANIZACION SANITARIA PANAMERICANA,168405.17,2640,UNIDAD,2640,63.79,2017-12-27,Diciembre ,2017,2017-12-27,Diciembre ,2017,"Salud e insumos hospitalarios|Otros tipos de bienes o servicios|Transporte, repuestos y combustibles|Seguros, fianzas y servicios bancarios|",Terminado adjudicado,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7362706,
LAMIVUDINA 10MG/ML,3TCsol,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7362803,"ADQUISICION DE LAMIVUDINE 10MG/ML ORAL SOLUTION, BOTTLE/100ML QUE INLCUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,164982.36,18720,Botella 100 ml,18720,8.81,27/12/2017 10:32:16,,2017,27/12/2017 12:13:55,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7362803&o=4,LAMIVUDINE 10MG ML ORAL SOLUTION BOTTLE 100ML 
LAMIVUDINA 10MG/ML,3TCsol,NOG,Sector Público,Administración Central ,MINISTERIO DE SALUD PÚBLICA,DEPARTAMENTO ADMINISTRATIVO ,7362803,"ADQUISICION DE LAMIVUDINE 10MG/ML ORAL SOLUTION, BOTTLE/100ML QUE INLCUYE FLETE Y SERVICIO ADMINISTRATIVO A OPS. SEGUN CONVENIO ENTRE OPS Y MSPAS. ",,Convenios y Tratados Internacionales (Art. 1 LCE),Adquisición Directa ,,ORGANIZACION SANITARIA PANAMERICANA,164982.36,18720,FRASCO 100 ML,18720,18720.00,27/12/2017 10:32:16 ,,2017,27/12/2017 12:13:55,,2017,"Otros tipos de bienes o servicios, Salud e insumos hospitalarios, Seguros, fianzas y servicios bancarios, Transporte, repuestos y combustibles ",Terminado adjudicado ,http://guatecompras.gt/concursos/consultaConcurso.aspx?nog=7362803&o=4,LAMIVUDINE 10MG ML ORAL SOLUTION BOTTLE 100ML 
